,id,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Touchscreen,High_resolucion,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,Cpu power,Intel Core i3,Intel Core i5,Intel Core i7,Intel Celeron Dual Core,Intel Pentium Quad Core,A4,A6,A8,A10,A12,AMD Radeon,Nvidia GeForce,Nvidia Quadro,Intel HD Graphics,AMD FirePro,Intel Iris Graphics
447,926,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,1650.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
448,706,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,1.6,999.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
449,855,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,1.9,945.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
450,303,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,2000,Nvidia GeForce 940MX,No OS,2.2,549.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
451,1123,Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Linux,2.09,523.63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
452,87,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.96,598.99,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
453,146,HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows 10,0.97,2014.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
454,74,Acer,Aspire E5-475,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,8,1000,Intel HD Graphics 520,Windows 10,2.1,389.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
455,1047,MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,1256,Nvidia GeForce GTX 980M,Windows 10,3.78,1545.64,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
456,435,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8,1256,AMD Radeon RX 580,Windows 10,3.2,1695.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
457,989,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620 ,Windows 10,1.6,1119.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
458,1235,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000,Intel HD Graphics 520,Windows 10,2.1,478.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
459,1285,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,1.3,1499.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
460,1082,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64,Intel HD Graphics 400,Windows 10,0.69,646.27,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
461,98,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6,256,Nvidia GeForce 920M,Windows 10,2.0,577.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
462,234,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.6,689.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
463,1058,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256,Intel HD Graphics 620,Windows 10,1.6,1299.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
464,237,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4,1128,AMD Radeon R5 M430,Windows 10,2.2,575.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
465,333,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000,Intel HD Graphics 520,Windows 10,1.85,449.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
466,590,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,1000,Intel HD Graphics 520,Windows 10,2.2,739.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
467,261,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256,Intel HD Graphics 520,No OS,2.2,444.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
468,549,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.99,1729.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
469,59,Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256,Intel HD Graphics 520,Linux,2.0,415.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
470,3,Apple,MacBook Pro,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Core i7 2.7GHz,16,512,AMD Radeon Pro 455,macOS,1.83,2537.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
471,791,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.22,202.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
472,878,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1128,Nvidia GeForce 940MX,Windows 10,2.18,912.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
473,1134,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000,Nvidia GeForce 940MX,Windows 10,2.23,616.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
474,909,LG,Gram 14Z970,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,0.98,1899.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
475,652,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,1.2,1449.9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
476,323,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,1000,Intel UHD Graphics 620,Windows 10,2.1,902.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
477,1067,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.62,798.01,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
478,847,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512,Nvidia GeForce 940M,Windows 10,1.45,1026.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
479,43,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256,Intel UHD Graphics 620,Windows 10,2.2,682.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
480,1240,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256,AMD Radeon 530,Windows 10,2.2,597.57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
481,376,Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128,Intel HD Graphics 500,Windows 10,1.59,553.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
482,896,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000,Nvidia GeForce GTX 1050Ti,Linux,2.62,929.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
483,1221,MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1128,Nvidia GeForce GTX 1060,Windows 10,2.2,1476.11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
484,684,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows 10,1.19,1499.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
485,813,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000,Nvidia GeForce GT 940MX,Windows 10,1.98,961.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
486,720,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 10,1.17,1686.64,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
487,275,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12,1000,Intel HD Graphics 620,Windows 10,2.3,713.07,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
488,6,Apple,MacBook Pro,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Core i7 2.2GHz,16,256,Intel Iris Pro Graphics,Mac OS X,2.04,2139.97,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
489,554,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000,Nvidia GeForce 930MX,Windows 10,2.63,1280.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
490,629,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.0,1820.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
491,1193,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256,Intel HD Graphics 5300,Mac OS X,0.92,1163.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
492,379,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000,Nvidia GeForce GTX 1050,Linux,2.4,846.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
493,750,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows 10,1.4,475.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
494,1050,Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256,Intel HD Graphics 520,Windows 7,1.1,2620.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
495,1216,Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1000,Nvidia GeForce 940MX,Windows 10,3.3,598.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
496,84,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1000,AMD Radeon R5,Windows 10,2.1,395.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
497,66,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,AMD Radeon 520,Windows 10,1.86,438.69,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
498,559,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000,AMD Radeon R5 M420,Windows 10,2.18,617.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
499,685,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,1256,Nvidia GeForce GTX 1070,Windows 10,3.49,2813.75,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
500,187,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,No OS,2.4,779.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
501,1009,HP,Probook 440,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,1.64,684.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
502,599,Dell,Precision 3520,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M620,Windows 10,2.06,1763.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
503,580,Mediacom,SmartBook Edge,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.45,389.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
504,577,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,1256,Nvidia GeForce GTX 1070,Windows 10,4.6,2663.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
505,793,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M460,Windows 10,2.08,959.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
506,1081,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,1512,Nvidia GeForce GTX 980M,Windows 10,4.6,3240.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
507,1075,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1000,AMD Radeon R5 M330,Windows 10,3.0,659.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
508,525,Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,2.02,1340.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
509,1015,Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.5,1210.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
510,1106,MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1128,Nvidia GeForce GTX 960M,Windows 10,2.9,1511.19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
511,1286,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,64,Intel HD Graphics,Windows 10,1.5,229.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
512,64,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.86,690.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
513,728,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000,AMD Radeon R7 M445,Linux,2.32,589.52,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
514,265,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,2.67,799.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
515,368,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,AMD Radeon R7 M445,Windows 10,2.33,899.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
516,326,Acer,Aspire E5-575,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6,1000,Intel HD Graphics 620,Windows 10,2.23,549.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
517,1078,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.1,540.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
518,81,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core i5 1.3GHz,8,512,Intel HD Graphics 615,macOS,0.92,1510.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
519,46,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,No OS,2.2,369.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
520,489,Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,0.91,1950.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
521,938,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,1639.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
522,110,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,1256,Nvidia GeForce MX150,Windows 10,1.5,1262.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
523,834,Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.32,1650.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
524,775,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2000,Nvidia GeForce 940MX,Windows 10,2.3,839.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
525,973,Toshiba,Tecra A40-C-1DF,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.95,1180.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
526,976,Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,508,Intel HD Graphics 520,Windows 7,1.7,1002.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
527,115,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,1.26,1398.99,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
528,574,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500,Intel HD Graphics 620,Windows 10,2.05,685.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
529,438,Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24,512,Intel HD Graphics 620,Windows 10,1.32,2382.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
530,96,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000,AMD Radeon R5 M430,Linux,2.2,599.9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
